Origin,Destination,probability,length (miles),free-flow travel time (hours),route
3,5,0.814147293059,16.2154357948,0.226178025837,3->5
3,5,0.185852706966,23.5596006817,0.352571225231,3->6->5
3,6,1.00000000001,12.8779060544,0.187777636903,3->6
3,7,0.330832196746,28.7237941113,0.404901370005,3->5->7
3,7,0.526280722317,29.385823138,0.433619039966,3->6->7
3,7,0.142887080956,36.0679589983,0.531294569398,3->6->5->7
3,8,0.283503660964,42.6439242387,0.592081089804,3->5->7->8
3,8,0.520370565146,43.3059532654,0.620798759765,3->6->7->8
3,8,0.196125773881,49.9880891256,0.718474289197,3->6->5->7->8
4,1,0.582751406563,61.5026974244,0.843329730196,4->2->1
4,1,0.275183174054,66.4372015781,0.915019634446,4->5->3->1
4,1,0.142065419399,68.546708419,0.94663690217,4->5->3->2->1
4,2,0.861627098687,38.6674112104,0.528435752752,4->2
4,2,0.090681293688,45.711422205,0.631742924726,4->5->3->2
4,2,0.0476916078125,52.6235878087,0.756009115843,4->5->6->3->2
4,3,0.436225012186,33.7333092747,0.468789402289,4->5->3
4,3,0.209500649184,40.6454748784,0.593055593406,4->5->6->3
4,3,0.354274338633,48.7447520058,0.664999840797,4->2->3
4,5,0.99999999999,16.9371950325,0.232767421279,4->5
4,6,0.99999999999,27.7080483777,0.399552475025,4->5->6
4,7,0.436146564982,29.4455533491,0.411490765446,4->5->7
4,7,0.563853435013,38.6299676038,0.5225601354,4->8->7
4,8,1.00000000022,24.4353145579,0.33000860465,4->8
5,1,0.545904716842,49.5000065456,0.682252213167,5->3->1
5,1,0.226714264859,51.6095133865,0.713869480891,5->3->2->1
5,1,0.227381018301,56.4121721493,0.806518404285,5->6->3->1
5,2,0.644879736502,28.7742271724,0.398975503447,5->3->2
5,2,0.355120263487,35.6863927761,0.523241694564,5->6->3->2
5,3,0.834185331619,16.7961142422,0.23602198101,5->3
5,3,0.165814668392,23.7082798459,0.360288172127,5->6->3
5,4,0.99999999999,17.1625943159,0.238256590494,5->4
5,6,0.99999999999,10.7708533452,0.166785053746,5->6
5,7,0.999999999991,12.5083583165,0.178723344167,5->7
5,8,0.999999999992,26.4284884439,0.365903063966,5->7->8
6,1,0.514035244675,45.6413188042,0.639733350539,6->3->1
6,1,0.221180956785,47.750825645,0.671350618262,6->3->2->1
6,1,0.264783798535,60.1817011729,0.847045801495,6->5->3->1
6,2,0.999999999994,24.915539431,0.356456640818,6->3->2
6,3,0.99999999999,12.9374265007,0.193503118381,6->3
6,4,0.999999999992,27.8442889432,0.403050178822,6->5->4
6,5,0.99999999999,10.6816946273,0.164793588328,6->5
6,7,0.879988829246,16.5079170836,0.245841403063,6->7
6,7,0.12001117083,23.1900529438,0.343516932495,6->5->7
6,8,0.73437773816,30.4280472109,0.433021122862,6->7->8
6,8,0.265622261829,37.1101830712,0.530696652294,6->5->7->8
7,1,0.362838963895,61.8352793031,0.860215105847,7->5->3->1
7,1,0.425932697381,61.9405603974,0.884672005514,7->6->3->1
7,1,0.211228338718,63.9447861439,0.891832373571,7->5->3->2->1
7,2,0.339880627084,41.1094999299,0.576938396127,7->5->3->2
7,2,0.432030785551,41.2147810242,0.601395295793,7->6->3->2
7,2,0.228088587354,48.0216655336,0.701204587244,7->5->6->3->2
7,3,0.401713589807,29.1313869996,0.41398487369,7->5->3
7,3,0.3982006516,29.236668094,0.438441773356,7->6->3
7,3,0.200085758595,36.0435526033,0.538251064807,7->5->6->3
7,4,0.34131943133,29.4978670733,0.416219483174,7->5->4
7,4,0.474994838034,38.2874421919,0.516781842625,7->8->4
7,4,0.183685730643,44.1435305364,0.647988833796,7->6->5->4
7,5,0.999999999995,12.3352727574,0.17796289268,7->5
7,6,0.810106777537,16.2992415933,0.244938654975,7->6
7,6,0.189893222521,23.1061261026,0.344747946426,7->5->6
7,8,0.99999999999,13.9201301273,0.187179719799,7->8
8,1,0.361371747974,76.0299323489,1.0527666366,8->7->5->3->1
8,1,0.405145853219,76.1352134432,1.07722353626,8->7->6->3->1
8,1,0.233482398796,78.1394391898,1.08438390432,8->7->5->3->2->1
8,2,0.45570109561,55.3041529757,0.769489926877,8->7->5->3->2
8,2,0.36043638946,55.4094340701,0.793946826543,8->7->6->3->2
8,2,0.18386251492,62.2163185794,0.893756117994,8->7->5->6->3->2
8,3,0.234441433692,43.3260400455,0.60653640444,8->7->5->3
8,3,0.395531294504,43.4313211398,0.630993304106,8->7->6->3
8,3,0.370027271794,50.2382056492,0.730802595557,8->7->5->6->3
8,4,1.00000000018,24.3673120645,0.329602122826,8->4
8,5,0.999999999991,26.5299258033,0.37051442343,8->7->5
8,6,0.753955323142,30.4938946391,0.437490185725,8->7->6
8,6,0.246044676847,37.3007791484,0.537299477176,8->7->5->6
8,7,0.99999999999,14.1946530458,0.19255153075,8->7
