Origin,Destination,probability,length (miles),free-flow travel time (hours),route
7,2,0.337495130717,48.0216655336,0.701204587244,7->5->6->3->2
7,3,0.510843166057,29.1313869996,0.41398487369,7->5->3
7,3,0.32033682757,29.236668094,0.438441773356,7->6->3
7,3,0.168820006375,36.0435526033,0.538251064807,7->5->6->3
7,4,0.549613274086,29.4978670733,0.416219483174,7->5->4
7,4,0.172161070743,38.2874421919,0.516781842625,7->8->4
7,4,0.278225655171,44.1435305364,0.647988833796,7->6->5->4
7,5,1.0,12.3352727574,0.17796289268,7->5
7,6,0.862221092202,16.2992415933,0.244938654975,7->6
7,6,0.137778907847,23.1061261026,0.344747946426,7->5->6
7,8,0.999999999999,13.9201301273,0.187179719799,7->8
8,1,0.358990926586,76.0299323489,1.0527666366,8->7->5->3->1
8,1,0.434405765561,76.1352134432,1.07722353626,8->7->6->3->1
8,1,0.206603307852,78.1394391898,1.08438390432,8->7->5->3->2->1
8,2,0.361567024558,55.3041529757,0.769489926877,8->7->5->3->2
8,2,0.351622994779,55.4094340701,0.793946826543,8->7->6->3->2
8,2,0.286809980663,62.2163185794,0.893756117994,8->7->5->6->3->2
8,3,0.436360862158,43.3260400455,0.60653640444,8->7->5->3
8,3,0.302255699726,43.4313211398,0.630993304106,8->7->6->3
8,3,0.261383438116,50.2382056492,0.730802595557,8->7->5->6->3
8,4,1.00000000001,24.3673120645,0.329602122826,8->4
8,5,0.999999999999,26.5299258033,0.37051442343,8->7->5
8,6,0.637772231512,30.4938946391,0.437490185725,8->7->6
8,6,0.362227768487,37.3007791484,0.537299477176,8->7->5->6
8,7,0.999999999999,14.1946530458,0.19255153075,8->7
